iter	RMSE
584	0.8135622828
585	0.8135183372
586	0.8134799699
587	0.8133982621
588	0.8133348281
589	0.8131760779
590	0.8130726164
591	0.8129989316
592	0.8129300692
593	0.8128643345
594	0.8127490701
595	0.8127274376
596	0.81267116
597	0.8126256142
598	0.8125028445
599	0.8123499504
600	0.8122975907
601	0.8122120811
602	0.812155303
603	0.8120760665
604	0.8120336257
605	0.811965308
606	0.8119000772
607	0.8118575128
608	0.8117638076
609	0.8116918361
610	0.8116039094
611	0.8115526791
612	0.8115247181
613	0.8114387038
614	0.8112775427
615	0.8112300164
616	0.8111437166
617	0.8110651564
618	0.8108859298
619	0.810804577
620	0.8107204734
621	0.8106555771
622	0.8106090161
623	0.8105882485
624	0.8105636115
625	0.8104954087
626	0.8103436623
627	0.8102228843
628	0.8101776911
629	0.8101659507
630	0.8100127778
631	0.8099224679
632	0.8098921533
633	0.8098380019
634	0.8096597299
635	0.8095290862
636	0.809477554
637	0.809395011
638	0.8092530545
639	0.8091304673
640	0.8089279378
641	0.8088631796
642	0.8087645076
643	0.8086715599
644	0.8085275803
645	0.8084237096
646	0.8082556174
647	0.8081684018
648	0.8080618475
649	0.8079620351
650	0.8078984855
651	0.8077945448
652	0.8076626479
653	0.8075684248
654	0.8075220507
655	0.807481366
656	0.8074464021
657	0.8073562266
658	0.8072108958
659	0.8071937384
660	0.8070481294
661	0.8069865742
662	0.806848924
663	0.8067042925
664	0.8066750249
665	0.8065824705
666	0.8064924603
667	0.8063948021
668	0.8063581721
669	0.806273464
670	0.806173651
671	0.8059686976
672	0.8059058885
673	0.8057892879
674	0.8057589007
675	0.8056877221
676	0.8055142872
677	0.8054443793
678	0.8053801328
679	0.8052339427
680	0.8050951125
681	0.8049712739
682	0.8049190424
683	0.8048455206
684	0.8047741455
685	0.8046834614
686	0.8045673681
687	0.8044956712
688	0.8043540805
689	0.8042178901
690	0.8041346569
691	0.8040985702
692	0.8040292188
693	0.8039319109
694	0.8038378009
695	0.8037103959
696	0.8036327977
697	0.8035851738
698	0.8035448264
699	0.803426347
700	0.8033503521
701	0.8033371528
702	0.8032840747
703	0.8032345725
704	0.803155695
705	0.8030889316
706	0.8029485877
707	0.8028669849
708	0.8027705448
709	0.8026461469
710	0.8025656795
711	0.8024906891
712	0.8024400708
713	0.80234576
714	0.8023070064
715	0.802235524
716	0.8021318402
717	0.8020757317
718	0.8019402138
719	0.8018986372
720	0.8018164754
721	0.8017053337
722	0.8016193362
723	0.8015567513
724	0.801487706
725	0.8014420047
726	0.8013895936
727	0.8013437783
728	0.8012356483
729	0.8011442052
730	0.8009854062
731	0.8007804223
732	0.8007246665
733	0.8006386519
734	0.8005728581
735	0.8005450801
736	0.8003627669
737	0.8002913248
738	0.8002428029
739	0.8001659555
740	0.8000915647
741	0.8000593633
742	0.799975932
743	0.7999303652
744	0.7999024917
745	0.7997418004
746	0.7997334943
747	0.7997082737
748	0.7996505219
749	0.7995565549
750	0.7994458513
751	0.7993359212
752	0.7992897631
753	0.7992721085
754	0.7991841933
755	0.7991632077
756	0.7990605048
757	0.7990151912
758	0.7988979954
759	0.7988137328
760	0.798730366
761	0.7986776605
762	0.7986258805
763	0.7985240018
764	0.798480761
765	0.7983870881
766	0.7982965163
767	0.7982315075
768	0.7981648151
769	0.7981472584
770	0.7980550971
771	0.7979898096
772	0.797929231
773	0.7978758027
774	0.7977993951
775	0.7977043062
776	0.7976563463
777	0.7975838886
778	0.7975439561
779	0.7974774417
780	0.7973915524
781	0.7973338385
782	0.7973055214
783	0.7971050872
784	0.797104239
785	0.7970694761
786	0.7969645148
787	0.7969342059
788	0.7968533169
789	0.7967757545
790	0.7967283601
791	0.7966308102
792	0.7965578291
793	0.7964381583
794	0.7963425434
795	0.7961841434
796	0.796147663
797	0.7960845181
798	0.7960349384
799	0.7959052454
800	0.7958062889
801	0.7957893252
802	0.7956993669
803	0.7956408514
804	0.7954853306
805	0.7954179451
806	0.7954053228
807	0.7953549906
808	0.7952661177
809	0.7952378365
810	0.7951657928
811	0.7951305579
812	0.7949778899
813	0.7949231759
814	0.7947928704
815	0.7947365971
816	0.7946859778
817	0.7946670105
818	0.7946114741
819	0.7945669484
820	0.7945120334
821	0.7944163574
822	0.7943188093
823	0.7942214218
824	0.7942034163
825	0.7941715341
826	0.7941082876
827	0.7940960845
828	0.7940200463
829	0.7939491869
830	0.7938669338
831	0.7938385271
832	0.7938274439
833	0.7937725592
834	0.7937087745
835	0.7936806733
836	0.7936093993
837	0.7935748262
838	0.7934705771
839	0.7933072677
840	0.793192409
841	0.7931428663
842	0.7930341822
843	0.792963398
844	0.7928439046
845	0.7928006161
846	0.7927507878
847	0.7926629026
848	0.7925473145
849	0.7925152014
850	0.7924622836
851	0.7922245892
852	0.7921405541
853	0.7920554667
854	0.7920227444
855	0.7919328957
856	0.791843559
857	0.7917966146
858	0.7916787098
859	0.7916022251
860	0.7915802405
861	0.7915195893
862	0.7914372382
863	0.7913441029
864	0.7912900967
865	0.7912644697
866	0.79119831
867	0.7911232297
868	0.7910761951
869	0.791031016
870	0.7909397409
871	0.7908379541
872	0.7907916594
873	0.7907076313
874	0.7906533357
875	0.7906224885
876	0.7905218474
877	0.7903783637
878	0.7903413901
879	0.7902966817
880	0.790203997
881	0.7901316191
882	0.7900244107
883	0.7899777329
884	0.7898951594
885	0.7898152273
886	0.7897522059
887	0.7896911709
888	0.78960645
889	0.7895579423
890	0.7894048557
891	0.7893521621
892	0.7892992266
893	0.789218635
894	0.7891882147
895	0.7891387866
896	0.7890786866
897	0.7889575271
898	0.7888380849
899	0.7887517258
900	0.7886150754
901	0.7884890699
902	0.7884533109
903	0.7884036226
904	0.7883511039
905	0.7883359774
906	0.7882751174
907	0.7882367593
908	0.7881494642
909	0.7880677461
910	0.7879384793
911	0.7878520577
912	0.7877823464
913	0.7877591657
914	0.7877275737
915	0.7876798528
916	0.7876422341
917	0.7876350162
918	0.7875578604
919	0.787535375
920	0.7875132846
921	0.7874535281
922	0.787431238
923	0.7873425763
924	0.7873069749
925	0.7872393019
926	0.7871950118
927	0.7871528139
928	0.787030088
929	0.786964012
930	0.7869331967
931	0.7868146515
932	0.7867242124
933	0.786671357
934	0.786625169
935	0.7865881267
936	0.7865584289
937	0.7865226657
938	0.7864997128
939	0.7863825454
940	0.7863117801
941	0.7862731791
942	0.7862050806
943	0.7861479676
944	0.7860197143
945	0.7859534416
946	0.7857985427
947	0.7856794523
948	0.7856001086
949	0.785468198
950	0.7854166177
951	0.7853773595
952	0.7852778616
953	0.7852607805
954	0.7852343154
955	0.7851761086
956	0.7851619498
957	0.7850582
958	0.7850494187
959	0.7849458281
960	0.7848899073
961	0.7847938852
962	0.7847141259
963	0.7846650891
964	0.7846380541
965	0.7845263124
966	0.7844786671
967	0.7844199441
968	0.7843895743
969	0.7843437167
970	0.7842043603
971	0.7841790615
972	0.7841161387
973	0.784020431
974	0.7839628595
975	0.7838961295
976	0.7837343812
977	0.783642862
978	0.7835790124
979	0.7834880643
980	0.7833733606
981	0.7833350197
982	0.7832384991
983	0.7832131149
984	0.7831972506
985	0.7831613693
986	0.7831355749
987	0.7830340928
988	0.7829899555
989	0.7828914285
990	0.7827798855
991	0.782736142
992	0.7827149013
993	0.7826514286
994	0.7826314909
995	0.7825395107
996	0.7824619447
997	0.7823099551
998	0.7821604323
999	0.7819925562
